Beta_Risk_Band,Industry,Signal_Count,Unique_Tickers,Mean_Forward_1D_Return_Pct,Median_Forward_1D_Return_Pct,Positive_Rate_Forward_1D_Return_Pct,Mean_Forward_5D_Return_Pct,Median_Forward_5D_Return_Pct,Positive_Rate_Forward_5D_Return_Pct,Mean_Forward_10D_Return_Pct,Median_Forward_10D_Return_Pct,Positive_Rate_Forward_10D_Return_Pct,Mean_Forward_21D_Return_Pct,Median_Forward_21D_Return_Pct,Positive_Rate_Forward_21D_Return_Pct,Mean_Forward_63D_Return_Pct,Median_Forward_63D_Return_Pct,Positive_Rate_Forward_63D_Return_Pct,Mean_Forward_126D_Return_Pct,Median_Forward_126D_Return_Pct,Positive_Rate_Forward_126D_Return_Pct,Median_MAE_21D_Pct,Median_MFE_21D_Pct,Median_Realized_Volatility_21D_Annualized_Pct,Median_MAE_63D_Pct,Median_MFE_63D_Pct,Median_Realized_Volatility_63D_Annualized_Pct
HIGH_SENSITIVITY,Industrial Machinery/Components,51,1,0.013204730169195487,-0.06739812672140744,47.05882352941176,-0.9301674828254761,-0.08377917437353277,49.01960784313725,-0.5350317869050893,0.35748927772931705,50.98039215686274,-1.1105831885348436,-0.2546716966505769,46.0,1.6592811817943933,6.981180366762175,68.18181818181817,15.07041604216043,17.601573921853863,79.06976744186046,-6.596668182902693,5.907067104025776,29.897962018854102,-8.20111862371833,11.355664227163986,29.447893845688554
HIGH_SENSITIVITY,Marine Transportation,35,1,0.16335351512519433,-0.16778693883521267,42.857142857142854,-0.18951279747411343,0.040997729248237746,51.42857142857142,1.5452927510258365,1.2427234820242328,68.57142857142857,2.2920612955901722,3.610139350018149,64.70588235294117,12.014006513488022,10.74463785716825,70.0,18.64001089055453,20.747533154866925,85.71428571428571,-4.720773997634669,8.604718920381949,27.626431143505968,-7.5064303558862395,18.245602525376306,30.87800348550621
HIGH_SENSITIVITY,Medical Specialities,33,1,0.12193701991488848,0.2387563256182501,57.57575757575758,0.0299693842391451,1.0245135691313134,60.60606060606061,0.9598129005050651,2.9943481998784716,66.66666666666666,3.0132442386374443,4.769401429191067,81.81818181818183,11.007836186206653,19.90329646250433,66.66666666666666,5.202682924455137,12.46644430743602,66.66666666666666,-4.502839027523753,8.295312938073106,23.212182777056068,-6.041017055309039,22.57876914475223,33.05295173863094
HIGH_SENSITIVITY,Metal Fabrications,26,1,-0.27614031692217395,-0.004515682458922088,50.0,0.3881582367470146,0.09523913422431196,53.84615384615385,1.4872938921902101,0.3696374677133685,54.166666666666664,1.4976685938234329,3.644497987187867,60.0,-13.483701082076786,-14.166203535247412,20.0,-15.786374682542665,-17.386664683710464,0.0,-5.259946443926417,10.056545093638302,29.874267802113643,-16.35411023640603,4.878289160133975,32.93906065136429
HIGH_SENSITIVITY,Radio And Television Broadcasting And Communications Equipment,1,1,4.049675925821039,4.049675925821039,100.0,5.399567901094704,5.399567901094704,100.0,12.365005138100482,12.365005138100482,100.0,29.832610593776554,29.832610593776554,100.0,,,,,,,-5.696545783472273,39.7408127488333,89.11687903786495,,,
HIGH_SENSITIVITY,Semiconductors,28,1,0.2734276172475297,0.25077361424555855,53.57142857142857,-1.3198154655315404,-1.3508084083708072,46.42857142857143,-3.049725971855501,-5.216711679493391,35.714285714285715,3.300921578665512,2.0758537375354047,60.71428571428571,16.47724053909639,16.950667919027183,82.14285714285714,15.375569241195175,12.418450372339086,64.28571428571429,-10.411610099739299,7.2673380237835765,45.93237353835821,-11.757045023521002,27.97834345247887,48.15664454539293
VERY_HIGH_SENSITIVITY,Computer Software: Prepackaged Software,13,1,0.8480375654187201,0.953747112485992,61.53846153846154,1.6694988863581957,-0.6333122474061481,46.15384615384615,5.080598803032613,1.0777157165649642,61.53846153846154,7.6656214669583935,5.573149709889735,61.53846153846154,2.561813359737946,3.2206361815342532,61.53846153846154,13.6605521501657,4.331863116577339,61.53846153846154,-6.843106880926408,14.031578144030421,59.74979222682772,-8.185181794343166,40.2999511028526,57.34657840887686
VERY_HIGH_SENSITIVITY,Marine Transportation,1,1,-0.6696418044705665,-0.6696418044705665,0.0,3.1021051574392278,3.1021051574392278,100.0,4.309752018479629,4.309752018479629,100.0,7.6636900733158875,7.6636900733158875,100.0,,,,,,,-7.526324292931719,8.745420485657762,47.64002920377659,,,
VERY_HIGH_SENSITIVITY,Radio And Television Broadcasting And Communications Equipment,22,1,1.5776368548531574,1.0493150593677503,59.09090909090909,5.394435419514241,2.795396851061427,54.54545454545454,9.98639284082441,4.99133454574795,59.09090909090909,23.200582924305653,12.58578860028695,68.18181818181817,59.870577219530446,64.74718722997923,94.11764705882352,183.86470843027615,193.59051328892392,100.0,-11.022738599372634,38.81570731352099,120.10785079192641,-9.660375343178806,117.78067297597632,107.94388948007627
VERY_HIGH_SENSITIVITY,Semiconductors,42,1,0.09785789919483416,-0.8297845840896545,38.095238095238095,1.6642253620826981,-1.7525633445078737,40.476190476190474,3.821070577904198,-0.29459804716151505,47.61904761904761,0.4143496163995356,-2.4147068285222337,40.476190476190474,-8.51196811493434,-20.32141443193445,23.076923076923077,-18.10291142664865,-18.584883294701765,2.941176470588235,-12.49257844313723,9.251051281347022,59.97440628958864,-30.226299786805765,9.383729289588437,56.68984291009531
