Signal_ID,Ticker,Signal_Date,Episode_Number,Final_Decision,Score,Active_Threshold,Score_Message,Benchmark_Ticker,Market_Regime,Security_Name,Listing_Exchange,MarketCap,Sector,Industry,Beta_Status,Beta_Status_Detail,Beta_Benchmark,Beta_252D,Beta_Alpha_Daily,Beta_R2_252D,Beta_Observations,Beta_Window_Start,Beta_Window_End,Beta_Risk_Band,Residual_Momentum_63D_Pct,Residual_Momentum_126D_Pct,Beta_Adjusted_RS_126D_Pct,Beta_Message_Rule_Code,Entry_Date,Entry_Open,Forward_1D_Return_Pct,Forward_5D_Return_Pct,Forward_10D_Return_Pct,Forward_21D_Return_Pct,Forward_63D_Return_Pct,Forward_126D_Return_Pct,MAE_21D_Pct,MFE_21D_Pct,Realized_Volatility_21D_Annualized_Pct,MAE_63D_Pct,MFE_63D_Pct,Realized_Volatility_63D_Annualized_Pct
NET_20210128_011,NET,2021-01-28,11,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.61 versus SPY, but benchmark fit is weak (R-squared 0.08); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.6060599944611094,0.006443087677452731,0.08379638413310686,252,2020-01-30,2021-01-28,DEFENSIVE,-12.086939954768328,-16.974739385128736,93.82912245012793,BETA_WEAK_FIT,2021-01-29,78.02999877929688,-1.7557287435854607,6.420610296817975,16.98064873418341,-1.4481574664817032,8.79149137212556,54.286814395786756,-9.566828725712162,22.73484319017618,59.03432002172251,-21.876201412107765,22.73484319017618,67.67403276430855
NET_20210202_012,NET,2021-02-02,12,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.61 versus SPY, but benchmark fit is weak (R-squared 0.09); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.6144140556510445,0.006606943309369744,0.08620760252413939,252,2020-02-04,2021-02-02,DEFENSIVE,-3.288731355509722,-21.493061727779306,86.72972073404156,BETA_WEAK_FIT,2021-02-03,84.37999725341797,-2.4176356742470873,10.760846322126284,0.0237073632520568,-20.24175723822781,-4.965625679541008,41.70419955776996,-23.263804091464124,13.498459066597167,59.84901447735776,-27.755391006482455,13.498459066597167,67.18277626779931
NET_20210205_013,NET,2021-02-05,13,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.62 versus SPY, but benchmark fit is weak (R-squared 0.09); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.6162486942758086,0.006716865616753081,0.08646563939968832,252,2020-02-07,2021-02-05,DEFENSIVE,-7.060855702151292,-18.44964547741339,97.07737891720278,BETA_WEAK_FIT,2021-02-08,87.0,4.747123279790766,-1.2069000594917334,-9.90804913400234,-20.19540194807381,-17.678157762549386,36.57471229290139,-29.931035535088903,10.080455911570585,74.60432659188245,-29.931035535088903,10.080455911570585,70.68473078894245
NET_20210211_014,NET,2021-02-11,14,MOMENTUM_ACTIVE,100.0,85,"Active momentum confirmed. Beta 0.62 versus SPY, but benchmark fit is weak (R-squared 0.09); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.6226170176721195,0.006971554441251054,0.08764109737432924,252,2020-02-13,2021-02-11,DEFENSIVE,-9.395563116393447,-10.22894424924421,125.06553842287538,BETA_WEAK_FIT,2021-02-12,86.31999969482422,-0.42864081080877803,-4.807694092389736,-14.307227198544126,-12.94022035268273,-22.78730101770926,41.601023852022266,-29.37905549120635,1.4481000977980107,79.50364752473337,-29.37905549120635,1.9925871487303182,70.7464111370804
NET_20210217_015,NET,2021-02-17,15,MOMENTUM_ACTIVE,95.0,85,"Active momentum confirmed. Beta 0.62 versus SPY, but benchmark fit is weak (R-squared 0.09); treat Beta as descriptive only.",SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,0.620514621056489,0.006729934301231689,0.08595726411166571,252,2020-02-19,2021-02-17,DEFENSIVE,-18.028803397231354,-16.90461846147938,101.41852580713952,BETA_WEAK_FIT,2021-02-18,83.01000213623047,-0.2650297735712348,-7.926757814384855,-14.672930962207154,-15.166851756759725,-12.745454232962794,44.36814028894642,-26.563067683784446,3.385131292952104,79.70520056986923,-26.563067683784446,6.0595092758122915,72.2701222277808
NET_20210430_016,NET,2021-04-30,16,MOMENTUM_ACTIVE,86.0,85,Active momentum confirmed. Beta 1.23 versus SPY indicates balanced market sensitivity (R-squared 0.11); 126-day residual momentum is -30.82%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.2301261808577466,0.0040763222595191235,0.10973371915069463,252,2020-05-01,2021-04-30,BALANCED,-25.67727644784289,-30.82486325343735,20.61506601837003,BETA_BALANCED,2021-05-03,84.81999969482422,-0.8960176125499819,-15.562363824256964,-14.760665748776681,-2.0631926506677223,39.86087913256249,116.98892208671947,-23.555769192195353,0.66021876987572,73.33185803395469,-23.555769192195353,44.74180274084336,48.84553176528695
NET_20210611_017,NET,2021-06-11,17,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.57 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -35.73%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.56898159936022,0.0033182177499464123,0.14746014858108714,252,2020-06-12,2021-06-11,HIGH_SENSITIVITY,-10.846271671967534,-35.732424215996,-2.9866622692947082,BETA_HIGH_SENSITIVITY,2021-06-14,94.69999694824219,0.9926108465663441,7.37064792171902,10.707497060628635,12.470966809474104,34.61458021652013,58.606126492626245,-2.851105633844797,18.236541530090822,29.913296061260713,-2.851105633844797,39.48257718538657,32.38567377349135
NET_20210617_018,NET,2021-06-17,18,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.59 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -29.76%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.587620045970748,0.0028901598304174277,0.15439626820395647,252,2020-06-18,2021-06-17,HIGH_SENSITIVITY,5.929667037515696,-29.76378543894922,1.106196408612842,BETA_HIGH_SENSITIVITY,2021-06-18,102.30000305175781,-0.6060632728117743,2.218960484212218,2.043007111967743,3.1475987245860315,30.48876003026699,35.923752594031356,-5.562074556857488,9.452588348460612,22.917827401637723,-5.562074556857488,30.938409533058685,30.95400034204821
NET_20210625_019,NET,2021-06-25,19,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.57 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -28.97%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5711394891021644,0.0028869212289103882,0.15018712296235115,252,2020-06-26,2021-06-25,HIGH_SENSITIVITY,15.094148217648517,-28.965907875637008,2.773741057575087,BETA_HIGH_SENSITIVITY,2021-06-28,105.77999877929688,0.2457951779456291,0.2268839729052008,1.4180374525524897,9.160524251492763,23.236908786829602,29.76933811359359,-5.923614022160873,11.070144847425102,29.005469441187863,-5.923614022160873,29.580269338257835,34.72851126034024
NET_20210706_020,NET,2021-07-06,20,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.59 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -20.30%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5947411708856256,0.002859315444088659,0.1483027423381903,252,2020-07-07,2021-07-06,HIGH_SENSITIVITY,13.784939551641774,-20.298839556136695,18.302600900569868,BETA_HIGH_SENSITIVITY,2021-07-07,109.91999816894531,-1.428311245430658,-3.102252628747071,-2.037843796473404,9.170307495422158,5.285667107688985,14.77438661180055,-9.466883554698224,11.690319039462537,28.62849784958644,-9.466883554698224,24.699790399872732,39.78903210851716
NET_20210719_021,NET,2021-07-19,21,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.55 versus SPY indicates high market sensitivity (R-squared 0.14); 126-day residual momentum is -23.83%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5451980035638861,0.003117532046443702,0.142857917951409,252,2020-07-20,2021-07-19,HIGH_SENSITIVITY,13.879923827695627,-23.83340962849153,15.278698521079129,BETA_HIGH_SENSITIVITY,2021-07-20,104.48999786376953,3.0529261236709626,11.71404511762184,13.494113084875536,14.690399835335333,60.48426248418026,-4.019520560922974,-2.0958894217482538,22.212651506350923,36.19090576373999,-2.0958894217482538,61.690114271524244,46.74123614871791
NET_20210722_022,NET,2021-07-22,22,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.54 versus SPY indicates high market sensitivity (R-squared 0.14); 126-day residual momentum is -24.59%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5413831316851532,0.0032617163437083903,0.1429820600516446,252,2020-07-23,2021-07-22,HIGH_SENSITIVITY,12.712788619472226,-24.591346700851847,16.492306856662992,BETA_HIGH_SENSITIVITY,2021-07-23,114.05000305175781,2.7970142276664722,5.558962006352108,6.497146720243463,5.181934129394805,53.836030033791424,-18.097324714916198,-1.5607245603348252,11.968429225109078,33.91596172662097,-4.489261384989607,60.36824989253291,49.32903852073582
NET_20210802_023,NET,2021-08-02,23,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.54 versus SPY indicates high market sensitivity (R-squared 0.14); 126-day residual momentum is -19.77%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5350123874540773,0.003029253303204846,0.14194228565073208,252,2020-08-03,2021-08-02,HIGH_SENSITIVITY,8.483890256367467,-19.773829753622675,22.318593792250805,BETA_HIGH_SENSITIVITY,2021-08-03,118.79000091552734,0.6566198950124891,3.9060521541270043,1.3384934132808723,1.6415497375312338,63.91952160954213,-18.848387252366617,-3.19050499732082,7.500627968721729,35.458272913213094,-8.30036243316733,65.67051227796865,51.8775969088213
NET_20210805_024,NET,2021-08-05,24,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.53 versus SPY indicates high market sensitivity (R-squared 0.14); 126-day residual momentum is -18.93%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5319303536017275,0.003090696540274257,0.14178218660025166,252,2020-08-06,2021-08-05,HIGH_SENSITIVITY,33.49114755102469,-18.926974920823724,24.223463369541033,BETA_HIGH_SENSITIVITY,2021-08-06,117.27999877929688,1.3130976565112196,4.220672432775063,0.7418168107413026,11.221012789123996,66.14086641507706,-17.58185140843256,-1.9440644637006566,12.20497570797634,38.75940960223135,-7.1197122791879615,67.80355141553633,51.685428969911065
NET_20210812_025,NET,2021-08-12,25,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.55 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -29.28%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.554204315865423,0.003489542276215881,0.14576223358435514,252,2020-08-13,2021-08-12,HIGH_SENSITIVITY,29.81013181681127,-29.2792909658942,12.266906074647657,BETA_HIGH_SENSITIVITY,2021-08-13,122.30999755859375,-0.4578510095427646,-3.401190512428842,-1.1528052169565095,1.9540507214085068,59.72529188937521,-5.191724798358422,-5.974163480007011,7.996074707312184,31.948979233799335,-10.939414210198272,78.23563433198915,53.03569827918869
NET_20210816_026,NET,2021-08-16,26,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.55 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -21.90%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5521358838502002,0.003431778620612989,0.14527180230907755,252,2020-08-17,2021-08-16,HIGH_SENSITIVITY,21.92346670934422,-21.900963453892718,25.049456400850715,BETA_HIGH_SENSITIVITY,2021-08-17,120.22000122070312,-0.316091231869875,3.293960276379293,2.661784158833558,6.928965019524691,70.32107172493869,-12.194313353229925,-4.3395465111290665,9.87356096877443,32.133684078548555,-9.391116952994249,81.33421875432335,53.284660537453156
NET_20210819_027,NET,2021-08-19,27,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.55 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -21.71%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5509203248661152,0.003381833052979766,0.1464217215639011,252,2020-08-20,2021-08-19,HIGH_SENSITIVITY,17.09093808028037,-21.708932244259117,23.972815132200335,BETA_HIGH_SENSITIVITY,2021-08-20,119.0,0.8067219197249287,1.5966399377133733,8.075630765001307,6.882354992778361,77.98319584181328,-12.764707933954833,-0.7142844320345287,13.058817887506557,35.82517412984117,-8.462184617499346,83.19327731092436,52.99549507125062
NET_20210901_028,NET,2021-09-01,28,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.57 versus SPY indicates high market sensitivity (R-squared 0.15); 126-day residual momentum is -10.93%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5683896702588147,0.003708972695433423,0.14987685969542675,252,2020-09-02,2021-09-01,HIGH_SENSITIVITY,8.676531916727349,-10.929289780660689,57.231391140428514,BETA_HIGH_SENSITIVITY,2021-09-02,128.0,0.4765629768371582,-0.007814168930053711,4.289066791534424,-10.17187237739563,28.28906774520874,-18.75,-14.898437261581421,7.085943222045898,50.0728016224503,-14.898437261581421,73.15624952316284,66.0934451123443
NET_20210903_029,NET,2021-09-03,29,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.56 versus SPY indicates high market sensitivity (R-squared 0.14); 126-day residual momentum is -2.55%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.561562649923601,0.004041753530536993,0.14141703911078085,252,2020-09-04,2021-09-03,HIGH_SENSITIVITY,5.357475630295361,-2.553591718253745,81.97811064081225,BETA_HIGH_SENSITIVITY,2021-09-07,131.00999450683594,0.20609440789407518,-4.816424565428479,-2.9158020193874368,-4.137087547669882,21.8914656416338,-29.65421912348788,-16.853671572750162,4.625611076616454,59.21190903467195,-16.853671572750162,69.17793197684894,66.70439257208513
NET_20210913_030,NET,2021-09-13,30,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.54 versus SPY indicates high market sensitivity (R-squared 0.13); 126-day residual momentum is -16.58%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5350825969081174,0.004004472288817225,0.12891388324159803,252,2020-09-14,2021-09-13,HIGH_SENSITIVITY,-6.225887808514418,-16.58058094879862,46.506655402345196,BETA_HIGH_SENSITIVITY,2021-09-14,125.20999908447266,1.2379227402694148,1.5813460357888776,-1.9167810425904985,20.549479710142716,12.195508948741818,-32.7849179159158,-13.002155497432444,20.971963300180807,64.68379784422791,-13.002155497432444,77.01461625290764,71.84255631954373
NET_20210915_031,NET,2021-09-15,31,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.52 versus SPY indicates high market sensitivity (R-squared 0.13); 126-day residual momentum is -13.59%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5246209826200297,0.004001575231217719,0.12712107934361627,252,2020-09-16,2021-09-15,HIGH_SENSITIVITY,-3.881859820649769,-13.588569771620874,52.38520222655416,BETA_HIGH_SENSITIVITY,2021-09-16,129.0,3.4806244133054776,6.1782955199249034,-12.914731521015021,28.12403006147044,2.3255813953488413,-26.232555300690407,-15.558139298313344,28.790697201277847,66.68318543431364,-15.558139298313344,71.81395301523135,74.06250679581655
NET_20210920_032,NET,2021-09-20,32,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.58 versus SPY indicates high market sensitivity (R-squared 0.14); 126-day residual momentum is -7.90%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.5760179285463074,0.0038227175840504705,0.13581047933682655,252,2020-09-21,2021-09-20,HIGH_SENSITIVITY,-5.869854434373112,-7.898959972539821,58.16784284266062,BETA_HIGH_SENSITIVITY,2021-09-21,128.99000549316406,1.0930989559458926,-4.791075022396074,-10.27986787467281,34.03363983794148,4.3414145330998855,-19.024736413568412,-15.55159650648389,41.793926744330065,70.90198820202887,-15.55159650648389,71.82726564144106,75.14756162591351
NET_20210922_033,NET,2021-09-22,33,MOMENTUM_ACTIVE,100.0,85,Active momentum confirmed. Beta 1.63 versus SPY indicates high market sensitivity (R-squared 0.14); 126-day residual momentum is +3.63%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,1.626759879048228,0.0037114287851717862,0.14350806587731568,252,2020-09-23,2021-09-22,HIGH_SENSITIVITY,-1.3878135634800337,3.634809326470112,80.79920169824628,BETA_HIGH_SENSITIVITY,2021-09-23,136.97000122070312,-0.9491151640300344,-17.98204326736157,-2.577205773407931,32.87581103743946,5.380736695265154,-14.149087179743114,-20.471636610666156,34.18996963838552,69.61574382853732,-20.471636610666156,61.81645427053364,76.92882406911296
NET_20230710_034,NET,2023-07-10,34,MOMENTUM_ACTIVE,85.0,85,Active momentum confirmed. Beta 2.48 versus SPY indicates very high market sensitivity (R-squared 0.33); 126-day residual momentum is +6.91%.,SPY,BULL,"Cloudflare, Inc. Class A Common Stock",NYSE,86698208177.0,Technology,Computer Software: Prepackaged Software,OK,,SPY,2.4846329673458243,0.0008406078171488843,0.3294068331115152,252,2022-07-08,2023-07-10,VERY_HIGH_SENSITIVITY,-11.898231597117991,6.9147430853601755,28.807260888179663,BETA_VERY_HIGH_SENSITIVITY,2023-07-11,66.0999984741211,2.7836671857194295,7.685328212289688,-1.0741287456317083,0.7412978442977947,-5.370649499258928,20.484116835234744,-5.113460410655346,15.083209456663592,64.02914456722002,-15.154309413391886,15.083209456663592,55.80311507553212
