Ticker,Symbol,Security Name,Listing Exchange,Market Category,ETF,Test Issue,MarketCap,Sector,Industry,Market Region
ABR$F,ABR$F,"Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per share",NYSE, ,N,N,,,,USA
ABXL,ABXL,"Abacus Global Management, Inc. 9.875% Fixed Rate Senior Notes due 2028",NYSE, ,N,N,1931603604,Finance,Investment Managers,USA
ACAAU,ACAAU,Averin Capital Acquisition Corp. - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ACAAW,ACAAW,Averin Capital Acquisition Corp. - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ACEL,ACEL,"Accel Entertainment, Inc. ",NYSE, ,N,N,1013341605,Consumer Discretionary,Services-Misc. Amusement & Recreation,USA
ACGCU,ACGCU,ACP Holdings Acquisition Corp. - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ACGCW,ACGCW,ACP Holdings Acquisition Corp. - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ACGLN,ACGLN,"Arch Capital Group Ltd. - Depositary Shares, each Representing a 1/1,000th Interest in a 4.550% Non-Cumulative Preferred Share, Series G",NASDAQ,Q,N,N,5719507556,Finance,Property-Casualty Insurers,USA
ACGLO,ACGLO,"Arch Capital Group Ltd. - Depositary Shares Each Representing 1/1,000th Interest in a Share of5.45% Non-Cumulative Preferred Shares, Series F",NASDAQ,Q,N,N,6834060341,Finance,Property-Casualty Insurers,USA
ACHR-W,ACHR.W,"Archer Aviation Inc. Redeemable Warrants, each whole warrant exercisable for one Class A common stock at an exercise price of $11.50",NYSE, ,N,N,,,,USA
ACONW,ACONW,"Aclarion, Inc. - Warrant",NASDAQ,S,N,N,,,,USA
ACP,ACP,abrdn Income Credit Strategies Fund Common Shares,NYSE, ,N,N,0,Finance,Investment Managers,USA
ACP$A,ACP$A,abrdn Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,NYSE, ,N,N,,,,USA
ACR$C,ACR$C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,NYSE, ,N,N,,,,USA
ACR$D,ACR$D,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,NYSE, ,N,N,,,,USA
ACV,ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,NYSE, ,N,N,281975978,Finance,Finance/Investors Services,USA
ADACU,ADACU,American Drive Acquisition Company - Units,NASDAQ,G,N,N,,,,USA
ADACW,ADACW,American Drive Acquisition Company - Warrant,NASDAQ,G,N,N,0,,,USA
ADAMG,ADAMG,"Adamas Trust, Inc. - 9.125% Senior Notes Due 2030",NASDAQ,Q,N,N,0,Real Estate,Real Estate Investment Trusts,USA
ADAMH,ADAMH,"Adamas Trust, Inc. - 9.875% Senior Notes Due 2030",NASDAQ,G,N,N,0,Real Estate,Real Estate Investment Trusts,USA
ADAMI,ADAMI,"Adamas Trust, Inc. - 9.125% Senior Notes Due 2029",NASDAQ,Q,N,N,2274449964,Real Estate,Real Estate Investment Trusts,USA
ADAML,ADAML,"Adamas Trust, Inc. - 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",NASDAQ,Q,N,N,2200698535,Real Estate,Real Estate Investment Trusts,USA
ADAMM,ADAMM,"Adamas Trust, Inc. - 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ,Q,N,N,2266297144,Real Estate,Real Estate Investment Trusts,USA
ADAMN,ADAMN,"Adamas Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ,Q,N,N,2189016591,Real Estate,Real Estate Investment Trusts,USA
ADAMO,ADAMO,"Adamas Trust, Inc. - 9.250% Senior Notes Due 2031",NASDAQ,Q,N,N,0,Real Estate,Real Estate Investment Trusts,USA
ADAMZ,ADAMZ,"Adamas Trust, Inc. - 7.000% Series G Cumulative Redeemable Preferred Stock, $0.01 par value per share",NASDAQ,Q,N,N,1701070774,Real Estate,Real Estate Investment Trusts,USA
ADC$A,ADC$A,"Agree Realty Corporation Depositary Shares, each representing 1/1,000th of a 4.250% Series A Cumulative Redeemable Preferred Stock",NYSE, ,N,N,,,,USA
ADSEW,ADSEW,ADS-TEC ENERGY PLC - Warrant,NASDAQ,S,N,N,41041169,Consumer Discretionary,Industrial Specialties,USA
ADX,ADX,Adams Diversified Equity Fund Inc.,NYSE, ,N,N,0,Finance,Investment Managers,USA
AEAQU,AEAQU,Activate Energy Acquisition Corp. - Unit,NASDAQ,G,N,N,0,,,USA
AEAQW,AEAQW,Activate Energy Acquisition Corp. - Warrant,NASDAQ,G,N,N,0,,,USA
AEF,AEF,"abrdn Emerging Markets ex-China Fund, Inc. Common Stock",NYSE MKT, ,N,N,940495500,Finance,Finance/Investors Services,USA
AEFC,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,NYSE, ,N,N,0,,,USA
AENTW,AENTW,Alliance Entertainment Holding Corporation - Warrants,NASDAQ,S,N,N,19377357,Consumer Discretionary,Durable Goods,USA
AERTW,AERTW,"Aeries Technology, Inc. - Warrant",NASDAQ,S,N,N,114787,Consumer Discretionary,Professional Services,USA
AESPR,AESPR,Aeon Acquisition I Corp. - Rights,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
AESPU,AESPU,Aeon Acquisition I Corp. - Units,NASDAQ,G,N,N,0,,,USA
AESPW,AESPW,Aeon Acquisition I Corp. - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
AFB,AFB,AllianceBernstein National Municipal Income Fund Inc,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
AFGB,AFGB,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",NYSE, ,N,N,1723205361,Finance,Property-Casualty Insurers,USA
AFGC,AFGC,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",NYSE, ,N,N,1490564329,Finance,Property-Casualty Insurers,USA
AFGD,AFGD,"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",NYSE, ,N,N,1639288418,Finance,Property-Casualty Insurers,USA
AFGE,AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",NYSE, ,N,N,1345579114,Finance,Property-Casualty Insurers,USA
AFJKR,AFJKR,"Aimei Health Technology Co., Ltd - Right",NASDAQ,G,N,N,0,,,USA
AFJKU,AFJKU,"Aimei Health Technology Co., Ltd - Unit",NASDAQ,G,N,N,0,,,USA
AFRIW,AFRIW,Forafric Global PLC - Warrants,NASDAQ,S,N,N,23755121,Consumer Staples,Packaged Foods,USA
AGD,AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
AGM$D,AGM$D,"Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D",NYSE, ,N,N,,,,USA
AGM$E,AGM$E,"Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E",NYSE, ,N,N,,,,USA
AGM$F,AGM$F,"Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F",NYSE, ,N,N,,,,USA
AGM$G,AGM$G,"Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock, Series G",NYSE, ,N,N,,,,USA
AGM$H,AGM$H,"Federal Agricultural Mortgage Corporation 6.500% Non-Cumulative Preferred Stock, Series H",NYSE, ,N,N,,,,USA
AGM$I,AGM$I,"Federal Agricultural Mortgage Corporation 6.875% Non-Cumulative Preferred Stock, Series I",NYSE, ,N,N,,,,USA
AGNCL,AGNCL,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",NASDAQ,Q,N,N,28503083824,Real Estate,Real Estate Investment Trusts,USA
AGNCM,AGNCM,AGNC Investment Corp. - Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,NASDAQ,Q,N,N,28768485071,Real Estate,Real Estate Investment Trusts,USA
AGNCN,AGNCN,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ,Q,N,N,29320409465,Real Estate,Real Estate Investment Trusts,USA
AGNCO,AGNCO,"AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",NASDAQ,Q,N,N,29111371545,Real Estate,Real Estate Investment Trusts,USA
AGNCP,AGNCP,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ,Q,N,N,28778586849,Real Estate,Real Estate Investment Trusts,USA
AGNCZ,AGNCZ,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock",NASDAQ,Q,N,N,28927817654,Real Estate,Real Estate Investment Trusts,USA
AHL$D,AHL$D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,NYSE, ,N,N,,,,USA
AHL$E,AHL$E,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares",NYSE, ,N,N,,,,USA
AHL$F,AHL$F,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1,000th Interest in a 7.00% Perpetual Non-Cumulative Preference Share",NYSE, ,N,N,,,,USA
AHRT$A,AHRT$A,"AH Realty Trust, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock",NYSE, ,N,N,,,,USA
AHT$D,AHT$D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,NYSE, ,N,N,,,,USA
AHT$F,AHT$F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,NYSE, ,N,N,,,,USA
AHT$G,AHT$G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,NYSE, ,N,N,,,,USA
AHT$H,AHT$H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,NYSE, ,N,N,,,,USA
AHT$I,AHT$I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,NYSE, ,N,N,,,,USA
AIIA-R,AIIA.R,"AI Infrastructure Acquisition Corp. Rights, each entitling the holder to receive one-fifth (1/5) of one Class A Ordinary Share",NYSE, ,N,N,,,,USA
AIIA-U,AIIA.U,"AI Infrastructure Acquisition Corp. Units, each consisting of one Class A Ordinary Share and one Right",NYSE, ,N,N,,,,USA
AIIOW,AIIOW,Robo.ai Inc. - Warrant,NASDAQ,S,N,N,6925248,Industrials,Auto Manufacturing,USA
AIMDW,AIMDW,"Ainos, Inc. - warrants",NASDAQ,S,N,N,767209,Technology,Computer peripheral equipment,USA
AIO,AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,NYSE, ,N,N,898016418,Finance,Finance/Investors Services,USA
AIRJW,AIRJW,AirJoule Technologies Corporation - Warrant,NASDAQ,S,N,N,62952311,Industrials,Industrial Machinery/Components,USA
AIRTP,AIRTP,"Air T, Inc. - Trust Preferred Securities",NASDAQ,G,N,N,51206706,Consumer Discretionary,Air Freight/Delivery Services,USA
AISPW,AISPW,"Airship AI Holdings, Inc - Warrants",NASDAQ,S,N,N,16173670,Technology,Computer Software: Prepackaged Software,USA
AIZN,AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",NYSE, ,N,N,990514312,Finance,Property-Casualty Insurers,USA
ALB$A,ALB$A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,NYSE, ,N,N,,,,USA
ALDFU,ALDFU,Aldel Financial II Inc. - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALDFW,ALDFW,Aldel Financial II Inc. - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALFUU,ALFUU,Centurion Acquisition Corp. - Unit,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALFUW,ALFUW,Centurion Acquisition Corp. - Warrant,NASDAQ,G,N,N,,,,USA
ALISR,ALISR,Calisa Acquisition Corp - Right,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALISU,ALISU,Calisa Acquisition Corp - Units,NASDAQ,G,N,N,,,,USA
ALL$B,ALL$B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,NYSE, ,N,N,,,,USA
ALL$H,ALL$H,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",NYSE, ,N,N,,,,USA
ALL$I,ALL$I,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",NYSE, ,N,N,,,,USA
ALL$J,ALL$J,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series J",NYSE, ,N,N,,,,USA
ALOVU,ALOVU,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Units",NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALOVW,ALOVW,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Warrants",NASDAQ,G,N,N,0,,,USA
ALPXR,ALPXR,Alpex Acquisition Corporation - Rights,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALPXU,ALPXU,Alpex Acquisition Corporation - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALPXW,ALPXW,Alpex Acquisition Corporation - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ALTG$A,ALTG$A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),NYSE, ,N,N,,,,USA
ALUB-U,ALUB.U,"Alussa Energy Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",NYSE, ,N,N,,,,USA
ALUB-W,ALUB.W,"Alussa Energy Acquisition Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE, ,N,N,,,,USA
ALVOW,ALVOW,Alvotech - Warrant,NASDAQ,G,N,N,54533158,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),USA
AME,AME,"AMETEK, Inc.",NYSE, ,N,N,54389872375,Industrials,Industrial Machinery/Components,USA
AMH$G,AMH$G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,NYSE, ,N,N,,,,USA
AMH$H,AMH$H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,NYSE, ,N,N,,,,USA
AMN,AMN,AMN Healthcare Services Inc,NYSE, ,N,N,1327258699,Consumer Discretionary,Professional Services,USA
AMODW,AMODW,"Alpha Modus Holdings, Inc. - Warrant",NASDAQ,S,N,N,114206,Miscellaneous,Multi-Sector Companies,USA
AMPGR,AMPGR,"Amplitech Group, Inc. - Series A Right",NASDAQ,S,N,N,35474319,Telecommunications,Telecommunications Equipment,USA
AMPGZ,AMPGZ,"Amplitech Group, Inc. - Series B Right",NASDAQ,S,N,N,27619291,Telecommunications,Telecommunications Equipment,USA
AMPX-W,AMPX.W,"Amprius Technologies, Inc. Warrants to purchase one share of Common Stock at an exercise price of $11.50 per share",NYSE, ,N,N,,,,USA
AMUB,AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",NYSE ARCA, ,N,N,,,,USA
AMX,AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",NYSE, ,N,N,78674865000,Telecommunications,Telecommunications Equipment,USA
ANG$D,ANG$D,"American National Group Inc. Depositary Shares, each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock, Series D",NYSE, ,N,N,,,,USA
ANGHW,ANGHW,Anghami Inc. - Warrants,NASDAQ,S,N,N,75238,Consumer Discretionary,Telecommunications Equipment,USA
ANNAW,ANNAW,"AleAnna, Inc. - Warrant",NASDAQ,S,N,N,22402944,Energy,Oil & Gas Production,USA
ANSCU,ANSCU,Agriculture & Natural Solutions Acquisition Corporation - Unit,NASDAQ,G,N,N,0,,,USA
ANSCW,ANSCW,Agriculture & Natural Solutions Acquisition Corporation - Warrant,NASDAQ,G,N,N,0,,,USA
AOD,AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Investment Managers,USA
AOMD,AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",NYSE, ,N,N,0,Finance,Real Estate,USA
AOMN,AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",NYSE, ,N,N,0,Finance,Real Estate,USA
APACR,APACR,StoneBridge Acquisition II Corporation - Rights,NASDAQ,S,N,N,,,,USA
APACU,APACU,StoneBridge Acquisition II Corporation - Units,NASDAQ,S,N,N,0,Finance,Blank Checks,USA
APLMW,APLMW,Apollomics Inc. - Warrant,NASDAQ,S,N,N,30964,Health Care,Biotechnology: Pharmaceutical Preparations,USA
APMCR,APMCR,AmperCap Acquisition Company - Right,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
APMCU,APMCU,AmperCap Acquisition Company - Unit,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
APO$A,APO$A,"Apollo Global Management, Inc. 6.75% Series A Mandatory Convertible Preferred Stock",NYSE, ,N,N,,,,USA
APOS,APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",NYSE, ,N,N,14614249394,Finance,Investment Managers,USA
APURR,APURR,Aperture AC - Rights,NASDAQ,S,N,N,0,Finance,Blank Checks,USA
APXTU,APXTU,Apex Treasury Corporation - Units,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
APXTW,APXTW,Apex Treasury Corporation - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
AQNB,AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",NYSE, ,N,N,19584637526,Utilities,Electric Utilities: Central,USA
ARBEW,ARBEW,Arbe Robotics Ltd. - Warrant,NASDAQ,S,N,N,3701477,Technology,EDP Services,USA
ARCC,ARCC,Ares Capital Corporation - Closed End Fund,NASDAQ,Q,N,N,13793218852,Finance,Finance: Consumer Services,USA
ARCIU,ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ARCIW,ARCIW,Archimedes Tech SPAC Partners III Co. - Warrant,NASDAQ,G,N,N,0,,,USA
ARCLR,ARCLR,ARC Group Acquisition I Corp - Right,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ARCLU,ARCLU,ARC Group Acquisition I Corp - Unit,NASDAQ,G,N,N,,,,USA
ARCLW,ARCLW,ARC Group Acquisition I Corp - Warrants,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ARCO,ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE, ,N,N,1748503373,Consumer Discretionary,Restaurants,USA
ARDC,ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",NYSE, ,N,N,288269933,Finance,Investment Managers,USA
ARES$B,ARES$B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,NYSE, ,N,N,,,,USA
ARI,ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE, ,N,N,932604908,Real Estate,Real Estate Investment Trusts,USA
ARLP,ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ,Q,N,N,3163719917,Energy,Coal Mining,USA
ARQQW,ARQQW,Arqit Quantum Inc. - Warrants,NASDAQ,S,N,N,966032,Technology,Computer Software: Prepackaged Software,USA
ARR,ARR,"ARMOUR Residential REIT, Inc.",NYSE, ,N,N,2123669506,Real Estate,Real Estate Investment Trusts,USA
ARR$C,ARR$C,"ARMOUR Residential REIT, Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)",NYSE, ,N,N,,,,USA
ARTCU,ARTCU,Art Technology Acquisition Corp. - Units,NASDAQ,G,N,N,0,,,USA
ARTCW,ARTCW,Art Technology Acquisition Corp. - Warrants,NASDAQ,G,N,N,,,,USA
ASA,ASA,ASA  Gold and Precious Metals Limited,NYSE, ,N,N,888804649,Industrials,Precious Metals,USA
ASB$E,ASB$E,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series E",NYSE, ,N,N,,,,USA
ASB$F,ASB$F,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock, Series F",NYSE, ,N,N,,,,USA
ASBA,ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,NYSE, ,N,N,3710651041,Finance,Major Banks,USA
ASBPW,ASBPW,"Aspire Biopharma Holdings, Inc.  - Warrant",NASDAQ,S,N,N,25905,Health Care,Biotechnology: Pharmaceutical Preparations,USA
ASG,ASG,"Liberty All-Star Growth Fund, Inc.",NYSE, ,N,N,0,Finance,Investment Managers,USA
ASGI,ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Investment Managers,USA
ASPCR,ASPCR,A SPAC III Acquisition Corp. - Right,NASDAQ,S,N,N,0,Finance,Blank Checks,USA
ASPCU,ASPCU,A SPAC III Acquisition Corp. - Unit,NASDAQ,S,N,N,0,Finance,Blank Checks,USA
ASPSW,ASPSW,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,NASDAQ,Q,N,N,4116816,Consumer Discretionary,Other Consumer Services,USA
ASPSZ,ASPSZ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,NASDAQ,Q,N,N,3344208,Consumer Discretionary,Other Consumer Services,USA
ASTLW,ASTLW,Algoma Steel Group Inc. - Warrant,NASDAQ,G,N,N,1770529,Industrials,Steel/Iron Ore,USA
ATEST,ATEST,Tick Pilot Test Control Common Stock,NYSE MKT, ,N,Y,,,,USA
ATEST-A,ATEST.A,Tick Pilot Test Group 1 Common Stock,NYSE MKT, ,N,Y,,,,USA
ATEST-B,ATEST.B,Tick pilot Test 2 Common Stock,NYSE MKT, ,N,Y,,,,USA
ATEST-C,ATEST.C,Tick Pilot Test 3 Common Stock,NYSE MKT, ,N,Y,,,,USA
ATH$A,ATH$A,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share, Series A",NYSE, ,N,N,,,,USA
ATH$B,ATH$B,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share",NYSE, ,N,N,,,,USA
ATH$D,ATH$D,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share, Series D",NYSE, ,N,N,,,,USA
ATH$E,ATH$E,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share, Series E",NYSE, ,N,N,,,,USA
ATHS,ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,NYSE, ,N,N,5072706450,Finance,Life Insurance,USA
ATIIU,ATIIU,Archimedes Tech SPAC Partners II Co. - Unit,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ATIIW,ATIIW,Archimedes Tech SPAC Partners II Co. - Warrant,NASDAQ,G,N,N,0,Finance,Blank Checks,USA
ATLCL,ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,NASDAQ,G,N,N,377909343,Finance,Finance: Consumer Services,USA
ATLCP,ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",NASDAQ,Q,N,N,368349997,Finance,Finance: Consumer Services,USA
ATLCZ,ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,NASDAQ,G,N,N,383581387,Finance,Finance: Consumer Services,USA
ATMP,ATMP,iPath Select MLP ETN,BATS, ,N,N,,,,USA
AUB$A,AUB$A,"Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock, Series A",NYSE, ,N,N,,,,USA
AUROW,AUROW,"Aurora Innovation, Inc.  - Warrant",NASDAQ,Q,N,N,391456137,Technology,EDP Services,USA
AVAL,AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),NYSE, ,N,N,5900253726,Finance,Commercial Banks,USA
AVK,AVK,Advent Convertible and Income Fund,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
AWF,AWF,Alliancebernstein Global High Income Fund,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
AWP,AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,NYSE, ,N,N,0,Finance,Trusts Except Educational Religious and Charitable,USA
AXIA$C,AXIA$C,"AXIA Energia American Depositary Shares, each representing one Preferred Class C Share",NYSE, ,N,N,,,,USA
