Ticker,Symbol,ETF Name,Last Price,Change %,Volume,Average Volume 30D,AUM,Expense Ratio %,MTD %,1M %,3M %,6M %,YTD %,1Y %,Exchange,Type,Type Specs,Subtype
AMEX:FGD,FGD,First Trust DJ Global Select Dividend,33.51,-1.2669416617560392,88918,190762.4,1453428067.68,0.55,,0.5098980203959046,4.1330018645121145,9.796854521625159,9.796854521625159,26.119683853970635,AMEX,fund,['etf'],etf
CBOE:DDWM,DDWM,WisdomTree Dynamic International Equity Fund,46.2799,-0.5481895347587812,161455,135467.36666666667,1434726500.0,0.4,,2.6161862527716107,2.2308371990280422,8.054868083119308,5.253354559927221,17.253356979984797,CBOE,fund,['etf'],etf
NASDAQ:IGOV,IGOV,iShares International Treasury Bond ETF,41.44,-0.8612440191387547,224199,704045.0,1404895710.0,0.35000000000000003,,-0.9086561453849894,-1.2157330154946486,-1.661129568106319,-0.4564016334374365,-1.0978520286396203,NASDAQ,fund,['etf'],etf
NASDAQ:FDT,FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,99.24,-0.7351837959489866,91067,112752.8,1342283194.976,0.8,,4.529176321887505,9.247027741083214,23.46354814630505,23.848745788094348,49.61555857078245,NASDAQ,fund,['etf'],etf
AMEX:BKIE,BKIE,BNY Mellon International Equity ETF,99.64,-0.8162452717499435,10739,47801.333333333336,1230430500.0,0.04,,2.4259868421052624,3.5758835758835734,8.257279443720115,6.4188828366976445,18.309190216100692,AMEX,fund,['etf'],etf
NASDAQ:DMXF,DMXF,iShares ESG Advanced MSCI EAFE ETF,83.73,-0.6643729979831561,351377,111194.93333333333,1148164928.3,0.12,,4.636340914771317,7.552986512524097,8.59922178988328,9.932383640779882,13.96488362596979,NASDAQ,fund,['etf'],etf
AMEX:DLS,DLS,WisdomTree International SmallCap Fund,86.37,-0.7526572823901191,6398,22416.1,1090616400.0,0.58,,0.2553685432385361,1.1713716762328685,8.016508254127078,6.105651105651104,18.13705375461634,AMEX,fund,['etf'],etf
AMEX:DFSI,DFSI,Dimensional International Sustainability Core 1 ETF,45.19,-0.7467603777729045,16624,60006.666666666664,1085963381.04,0.24,,1.550561797752804,1.6190690353046973,7.288698955365622,4.582272622078215,16.499097705594224,AMEX,fund,['etf'],etf
NASDAQ:SEIE,SEIE,SEI Select International Equity ETF,35.19,-0.5269049422779001,41077,84986.26666666666,1085103499.32215,0.5,,2.894736842105248,4.421364985163189,10.695187165775398,7.417582417582417,22.613240418118462,NASDAQ,fund,['etf'],etf
CBOE:GSID,GSID,Goldman Sachs MarketBeta International Equity ETF,75.19,-0.6223822344169847,4876,39421.433333333334,1035690000.0,0.2,,3.1130005485463466,4.07640667174198,9.606413994169102,7.521807521807508,18.64749118704298,CBOE,fund,['etf'],etf
AMEX:QEFA,QEFA,State Street SPDR MSCI EAFE StrategicFactors ETF,95.339,-0.5019828845752395,21998,45556.2,1024869718.5,0.3,,-0.688541666666668,0.3991154170176968,6.822408963585433,4.229802120913961,13.837611940298506,AMEX,fund,['etf'],etf
CBOE:IMFL,IMFL,Invesco International Developed Dynamic Multifactor ETF,34.63,-0.716743119266055,20941,61763.0,1017182034.835,0.34,,4.559178743961368,5.902140672782873,18.271857923497272,15.294979358103612,28.736059479553923,CBOE,fund,['etf'],etf
AMEX:JHMD,JHMD,John Hancock Multifactor Developed International ETF,44.8358,-0.43126804352654263,80885,130095.8,939838200.0,0.39,,2.0851548269580995,3.070804597701147,8.692848484848483,6.981150083512295,18.020005264543293,AMEX,fund,['etf'],etf
AMEX:GWX,GWX,State Street SPDR S&P International Small Cap ETF,45.59,-1.4057093425605505,19871,66701.76666666666,905543010.4,0.4,,0.3521901826986654,3.214851709304962,12.262989411475017,10.762876579203127,27.34636871508382,AMEX,fund,['etf'],etf
NASDAQ:ISHG,ISHG,iShares 1-3 Year International Treasury Bond ETF,75.21,-0.5421846072467744,34157,111699.13333333333,903360250.0,0.35000000000000003,,-0.7914523149980326,-0.6210359408033999,-1.0134245854172286,-0.03987240829346244,0.7366729172247485,NASDAQ,fund,['etf'],etf
AMEX:IDHQ,IDHQ,Invesco S&P International Developed Quality ETF,41.41,-0.5523535062440057,99133,77507.76666666666,810946500.0,0.29,,7.030240372189193,10.515078729650382,18.517458500286203,15.670391061452515,28.323520297489903,AMEX,fund,['etf'],etf
AMEX:KOKU,KOKU,Xtrackers MSCI Kokusai Equity ETF,132.385,0.37363847141831613,189,300.96666666666664,804797531.934,0.09,,4.5860325485858695,8.806608038135932,10.403636060378615,10.265700483091777,25.08030990173846,AMEX,fund,['etf'],etf
NASDAQ:PIZ,PIZ,Invesco Dorsey Wright Developed Markets Momentum ETF,56.78,-0.9228933027854315,20742,72756.33333333333,786202400.0,0.8,,0.4422430567840085,8.27612509534707,16.73519736842105,14.521984671238407,26.939414263357936,NASDAQ,fund,['etf'],etf
NASDAQ:PBPH,PBPH,Portfolio Building Block World Pharma and Biotech Index ETF,25.003,0.766133744947189,31110,82222.23333333334,770734080.0,0.13,,0.7779121322047619,-4.568702290076333,1.4106557643012405,-0.9389857369255085,-0.3070175438596419,NASDAQ,fund,['etf'],etf
CBOE:IQDG,IQDG,WisdomTree International Quality Dividend Growth Fund,42.8167,-0.49570067394841694,31070,65901.26666666666,732772800.0,0.42,,2.665381452148528,2.334369024856582,4.711910002445578,2.5058654536748723,10.409231562661155,CBOE,fund,['etf'],etf
AMEX:FDRR,FDRR,Fidelity Dividend ETF for Rising Rates,66.885,-0.764094955489615,4457,14523.666666666666,732418703.8,0.15,,5.54678870127822,8.880026045905918,9.18217433888346,9.11092985318109,29.321345707656626,AMEX,fund,['etf'],etf
AMEX:DFSB,DFSB,Dimensional Global Sustainability Fixed Income ETF,52.035,-0.3294577355527116,7396,39638.63333333333,700345498.954,0.24,,0.24080138701598922,-0.5066921606118558,-0.8290451686678145,0.5507246376811529,0.6090487238979074,AMEX,fund,['etf'],etf
AMEX:DTH,DTH,WisdomTree International High Dividend Fund,55.87,-0.6578947368421133,88632,33867.2,691166600.0,0.58,,0.7211105101856834,2.3260073260073186,10.524233432245302,7.71158665895508,21.721132897603486,AMEX,fund,['etf'],etf
CBOE:NUDM,NUDM,Nuveen ESG International Developed Markets Equity ETF,39.04,-0.6994785705201542,12021,51323.03333333333,682505925.325,0.27,,3.1167459059693603,4.190018681611957,1.19232763089684,6.492089470812883,13.028372900984365,CBOE,fund,['etf'],etf
AMEX:DWM,DWM,WisdomTree International Equity Fund,73.71,-0.7406409911123233,8202,11228.633333333333,678324650.0,0.48,,1.6269130015166036,2.803347280334715,8.572691117984965,6.072816232551445,17.503586800573885,AMEX,fund,['etf'],etf
AMEX:TLTD,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,100.65,-0.5716758192093722,1208,21895.266666666666,663194500.484,0.39,,1.9755805718535233,3.2731376975169426,9.640522875817004,7.394366197183106,22.72893549567126,AMEX,fund,['etf'],etf
NASDAQ:WSML,WSML,iShares MSCI World Small-Cap ETF,34.68,-0.7015032211882534,3574,6588.366666666667,661948011.0,0.3,,2.6624749116356723,5.893129770992365,11.511254019292599,13.111545988258316,29.01785714285715,NASDAQ,fund,['etf'],etf
AMEX:ISCF,ISCF,iShares International Small-Cap Equity Factor ETF,44.535,-1.0553210397689434,10168,51078.333333333336,647563017.6,0.23,,1.0551395507147636,1.8874399450926465,7.494569152787827,6.568557071069629,17.351778656126463,AMEX,fund,['etf'],etf
CBOE:FYLD,FYLD,Cambria Foreign Shareholder Yield ETF,38.47,0.0,42572,79084.53333333334,627090724.718,0.59,,-0.05196154845415205,4.908644668666477,18.187403993855614,18.18704090002795,34.41649196366176,CBOE,fund,['etf'],etf
AMEX:FIVA,FIVA,Fidelity International Value Factor ETF,38.34,-0.28608582574772284,29318,78240.13333333333,549922012.0,0.18,,5.127502056484794,5.999447055570919,16.00605143721636,10.617426428159282,31.88854489164088,AMEX,fund,['etf'],etf
AMEX:IDOG,IDOG,ALPS International Sector Dividend Dogs ETF,43.8,-0.4092769440654837,21022,26587.9,543567000.0,0.5,,2.913533834586454,6.881405563689605,14.719748559455207,12.451861360718855,30.27959547888162,AMEX,fund,['etf'],etf
NASDAQ:PBOG,PBOG,Portfolio Building Block Integrated Oil and Gas and Exploration and Production Index ETF,33.47,1.47036531756859,14714,231240.16666666666,521493730.0,0.13,,-0.9470257472625045,6.28771038424897,29.430690580601244,30.538221528861143,34.14829659318637,NASDAQ,fund,['etf'],etf
AMEX:EFAA,EFAA,Invesco MSCI EAFE Income Advantage ETF,55.13,-0.4693988084491749,21545,79973.26666666666,505451127.959448,0.39,,1.9038817005545308,1.416482707873442,2.7586206896551797,1.6595980084824005,8.737672583826429,AMEX,fund,['etf'],etf
AMEX:NTSI,NTSI,WisdomTree International Efficient Core Fund,46.965,-0.8679463528100476,8495,21849.9,500298800.0,0.26,,2.5660624590522043,3.0612244897959253,6.171583587656842,5.800856048659615,16.077607513593676,AMEX,fund,['etf'],etf
AMEX:EFAX,EFAX,State Street SPDR MSCI EAFE Fossil Fuel Reserves Free ETF,53.039,-0.7986383870123062,5165,23321.2,498941631.8,0.2,,1.6462246071291717,2.828615742535873,6.933467741935483,4.1205339615233685,15.077023215448033,AMEX,fund,['etf'],etf
NASDAQ:TXUE,TXUE,Thornburg International Equity ETF,34.585,-0.6129609779787999,139938,64609.63333333333,480047137.98,0.65,,2.4740740740740765,5.3136419001217945,10.920461834509304,9.776225995873677,19.01238816242258,NASDAQ,fund,['etf'],etf
AMEX:AVSD,AVSD,Avantis Responsible International Equity ETF,80.1499,-0.8421315689850152,4176,11627.966666666667,462626025.0,0.23,,2.9939604214854914,4.185493305602489,8.840168386746337,7.06639059577879,20.200809838032384,AMEX,fund,['etf'],etf
AMEX:MFDX,MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,41.97,-0.37977688108237284,8457,18073.666666666668,453708000.0,0.39,,1.7207949587978693,2.666340508806253,10.175409121694337,8.281733746130035,19.402560455192035,AMEX,fund,['etf'],etf
CBOE:DDLS,DDLS,WisdomTree Dynamic International SmallCap Equity Fund,45.36,-0.7765503664005335,6803,19826.366666666665,449827800.0,0.48,,1.612903225806449,0.44286979627990003,7.056879867831018,5.146036161335185,17.757009345794383,CBOE,fund,['etf'],etf
AMEX:CVIE,CVIE,Calvert International Responsible Index ETF,84.7895,-0.6101277693119194,8316,16767.633333333335,405216000.0,0.18,,7.219903894790092,12.333730789613142,19.628231808401832,17.35570934256056,33.463717928537704,AMEX,fund,['etf'],etf
AMEX:SRVR,SRVR,Pacer Data & Infrastructure Real Estate ETF,34.44,-0.6920415224913552,34957,101410.56666666667,404671560.0,0.49,,-1.8803418803418908,5.547042598835413,18.758620689655164,19.458896982310094,9.576837416481062,AMEX,fund,['etf'],etf
AMEX:PDN,PDN,Invesco RAFI Developed Markets ex-U.S. Small-Mid ETF,46.205,-0.698474102729428,3370,29308.733333333334,373608000.0,0.47000000000000003,,0.38018683467303316,2.087936367653558,10.379837553750594,8.436986622858482,23.5427807486631,AMEX,fund,['etf'],etf
AMEX:UUP,UUP,Invesco DB USD Index Bullish Fund ETF,27.875,0.41426512968299145,828526,2057257.9333333333,370730610.8,0.78,,1.6223113379511493,1.4005092761004059,-0.7300569800569741,2.9357459379616015,1.6964611455673106,AMEX,fund,['etf'],etf
AMEX:JPIN,JPIN,JPMorgan Diversified Return International Equity ETF,74.44,-0.6672004270082733,2434,6814.733333333334,369509000.0,0.37,,1.4030785996458264,2.5909592061741944,8.386721025043666,8.5605950123961,18.2713695583095,AMEX,fund,['etf'],etf
NASDAQ:ORR,ORR,Militia Long/Short Equity ETF,35.85,-0.33361134278564764,54094,162511.16666666666,359836230.0,10.91,,0.3077783995523207,-4.679606487636262,8.472012102874448,4.824561403508767,26.41043723554303,NASDAQ,fund,['etf'],etf
AMEX:PICB,PICB,Invesco International Corporate Bond ETF,23.4104,-0.6771319473907556,59095,75930.3,354472500.0,0.5,,-0.7192536047497842,-1.4298947368421087,-1.3883740522325159,-1.884325230511317,-0.4659863945578247,AMEX,fund,['etf'],etf
AMEX:IDLV,IDLV,Invesco S&P International Developed Low Volatility ETF,34.42,-0.23188405797100956,8153,42937.433333333334,344279950.0,0.25,,-2.354609929078009,-2.8781038374717722,1.8644569399230617,0.9088243916740025,4.019341190692046,AMEX,fund,['etf'],etf
AMEX:FIDI,FIDI,Fidelity International High Dividend ETF,28.0034,-0.37922447527570347,32414,71498.66666666667,332530006.2,0.18,,0.01214285714285422,1.2049150704734277,10.076257861635211,7.416187188339083,19.468430034129682,AMEX,fund,['etf'],etf
NASDAQ:UIVM,UIVM,VictoryShares International Value Momentum ETF,73.6518,-0.6584839492851445,3732,1697.5333333333333,332512438.905,0.35000000000000003,,3.793404735062008,6.065380184331793,17.093481717011123,12.997545259281967,29.966119640021162,NASDAQ,fund,['etf'],etf
CBOE:ISVL,ISVL,iShares International Developed Small Cap Value Factor ETF,51.76,-0.8049060942890028,11041,13310.266666666666,323393680.2,0.31,,1.2915851272015588,3.5821492895737426,10.95391211146838,8.216600459962367,25.432871845700127,CBOE,fund,['etf'],etf
NASDAQ:PABD,PABD,iShares Paris-Aligned Climate Optimized MSCI World ex USA ETF,69.03,-0.6173443825692287,35942,6760.3,323019988.2,0.12,,2.837988826815644,4.916786989892848,6.990080595164298,6.118370484242896,15.030828195300789,NASDAQ,fund,['etf'],etf
NASDAQ:GRIN,GRIN,VictoryShares International Free Cash Flow Growth ETF,32.51,-0.7782694948878454,228,11355.966666666667,275898978.588,0.56,,6.4505566470202975,10.691181477698322,17.960812772133526,16.398138202649474,128.62165963431787,NASDAQ,fund,['etf'],etf
CBOE:FDEV,FDEV,Fidelity International Multifactor ETF,35.81,-0.1950947603121524,5428,24923.733333333334,265811648.2,0.18,,-1.6478989288656807,-1.3498622589531541,5.014662756598243,2.460658082975678,11.453470276999688,CBOE,fund,['etf'],etf
AMEX:IJAN,IJAN,Innovator International Developed Power Buffer ETF January,37.73,-0.33573622913536894,4003,9480.666666666666,264261900.0,0.85,,1.2749966447456564,2.5689819219790686,5.214723926380361,3.3415502602026814,12.2582564712883,AMEX,fund,['etf'],etf
NASDAQ:SNSR,SNSR,Global X Internet of Things ETF,53.34,-0.8550185873605832,13516,26309.7,252628366.59114,0.68,,18.37549933422104,35.656154628687695,39.926547743966445,42.77301927194862,51.14763389062059,NASDAQ,fund,['etf'],etf
AMEX:TOK,TOK,iShares MSCI Kokusai ETF,151.795997,-0.6870978800912357,1079,917.8666666666667,252062068.5,0.25,,4.668848129632818,10.192731298319483,9.58361963230044,9.370989984869233,24.371976239246212,AMEX,fund,['etf'],etf
AMEX:IQSI,IQSI,NYLI Candriam International Equity ETF,38.32,-0.3069878765804727,675,29791.4,246113940.0,0.15,,4.52809601745773,3.28840970350404,10.273381294964029,7.989595574455604,16.12121212121212,AMEX,fund,['etf'],etf
