Stage,Sector,Ticker,As_Of_Date,Transition,Standard_MACD_Line,Standard_MACD_Signal,Fibonacci_MACD_Line,Fibonacci_MACD_Signal,D1_Return_Pct,D3_Return_Pct
FOUNDATION,Technology,MSFT,2024-04-19,NEITHER,-2.0523736328415225,1.0308246876595075,-4.7318085381877495,-1.9834916954411967,0.21995723663961186,2.244553911147995
FOUNDATION,Technology,MSFT,2024-08-05,NEITHER,-9.90994281651399,-5.280351054592547,-13.660393503522585,-10.75364944680313,-0.09750366210937722,0.6725006103515785
FOUNDATION,Technology,MSFT,2024-11-06,NEITHER,-1.5789587966786485,-0.6226746803539566,-2.3182529668001735,-1.6587994153088288,0.9850916038049551,-0.7762032432460653
FOUNDATION,Technology,MSFT,2025-03-10,NEITHER,-8.294497468300165,-7.357098175569888,-8.681197176674061,-8.011254470620015,0.38258897283147686,-0.06068891459845016
FOUNDATION,Technology,MSFT,2025-04-09,NEITHER,-7.445534758825318,-7.07750759858504,-7.2415223898840395,-8.031425021490868,-0.18583245029970552,1.5049992244001276
FOUNDATION,Technology,MSFT,2025-08-01,BOTH,9.750751793042582,9.300464492016022,9.37502052976265,8.353365299487027,1.3951189438550893,-0.6303626870210355
FOUNDATION,Technology,MSFT,2026-02-05,NEITHER,-17.452156047791334,-11.253439676580136,-21.892284660861037,-16.37662408776111,0.49352435163814157,3.532323348855493
FOUNDATION,Technology,MSFT,2026-05-07,NEITHER,6.364739122573496,7.227391877883397,5.558391108753995,6.875936226690267,-0.5438605265058905,-2.3048049299570494
FOUNDATION,Technology,AVGO,2023-03-15,BOTH,1.034764553639107,0.8970808693825618,1.083000732100814,1.0634723611941483,2.355873796309216,3.515318446086768
FOUNDATION,Technology,AVGO,2023-06-15,BOTH,5.407771360743098,4.691105518580199,5.771112883375352,5.379179265059905,-2.3805824499734896,-4.68019352484662
FOUNDATION,Technology,AVGO,2023-10-27,NEITHER,-0.003162035285441789,0.4204402623749386,-0.3498735682521499,0.22616026289359442,0.01783306329756762,1.4076781587425646
FOUNDATION,Technology,AVGO,2024-01-31,NEITHER,4.126791858662472,4.152962630507362,3.8301236136304766,4.435956748255421,1.0662389639316316,4.695327342050959
FOUNDATION,Technology,AVGO,2024-04-19,NEITHER,-0.8235393857003714,0.6706128600245285,-2.135491139724593,-0.5791398897018292,-0.0032648451074202,2.639446581339544
FOUNDATION,Technology,AVGO,2024-08-05,NEITHER,-4.0103600046547285,-1.8121919830113846,-5.895815684721555,-4.875832760983862,1.5451933305750565,2.8293303369131717
FOUNDATION,Technology,AVGO,2024-11-06,NEITHER,0.38834383467855105,0.9915554740796018,-0.2510802437650739,-0.6295913812427045,1.000050557995058,-1.6924016364021743
FOUNDATION,Technology,AVGO,2025-03-10,NEITHER,-10.301286192278639,-7.362881542833037,-12.513047566955152,-11.858971870570107,1.0848142797271754,1.7601688406688076
FOUNDATION,Technology,AVGO,2025-04-09,NEITHER,-10.31082949150246,-10.675993142778797,-9.406135065183094,-11.727999292754216,-1.7113519382622289,1.745577584325697
FOUNDATION,Technology,AVGO,2025-08-01,NEITHER,8.996346292044962,9.397715952381121,7.971148999954494,8.72385419505757,1.8891132043351355,3.240931151636439
FOUNDATION,Technology,AVGO,2026-02-05,NEITHER,-8.856215879737476,-7.262729408688584,-9.765976893677816,-8.081425629515593,4.005000649725998,6.3542630271968825
FOUNDATION,Technology,AVGO,2026-05-07,NEITHER,19.279222951346355,20.856398557283068,17.01301064278499,19.53522378280611,2.4297314205881992,-0.11910433886115346
FOUNDATION,Technology,META,2023-03-15,BOTH,7.386342121314925,6.826716924029132,7.279139322092419,6.044279941266206,3.3642683111823057,-0.22697314673169044
FOUNDATION,Technology,META,2023-06-15,BOTH,10.342998088779837,10.284016703645769,9.726608679107756,9.468017169028434,-1.316944688323085,-1.0921809838674301
FOUNDATION,Technology,META,2023-10-27,NEITHER,-1.1797133560003203,2.0828860228489843,-3.962318407581961,-0.9399569014868527,1.1936231127521957,4.266277682925135
FOUNDATION,Technology,META,2024-01-31,STANDARD_ONLY,13.231648576971338,12.209135679594123,13.372356358464629,13.707862717988702,0.21322951025151138,16.619282331055206
FOUNDATION,Technology,META,2024-04-19,NEITHER,2.0722920794084416,6.322869775903262,-2.1081670034072886,1.7844720568907366,-1.6315425578817933,0.7718693886046291
FOUNDATION,Technology,META,2024-08-05,NEITHER,-5.80469058912314,-6.584979922538004,-5.070795617464626,-7.513711711524111,3.1503123878686035,6.394573044428498
FOUNDATION,Technology,META,2024-11-06,NEITHER,1.818903897694554,4.491456150257952,-0.9185227520841863,0.2051628647817934,2.5672133652060447,1.088590216897023
FOUNDATION,Technology,META,2025-03-10,NEITHER,-12.767921276150673,-1.7792134345601818,-22.193203040088747,-15.432550854699123,1.7914518777196076,-0.7411096941431383
FOUNDATION,Technology,META,2025-04-09,NEITHER,-26.1830295102161,-23.80689955441906,-26.96974329888087,-28.649659556234297,-5.073939200078737,-7.647397958685853
FOUNDATION,Technology,META,2025-08-01,BOTH,9.492634005148375,7.068124048247175,10.616834918881182,5.6228066904587,2.1539467259457323,1.5776302939967124
FOUNDATION,Technology,META,2026-02-05,STANDARD_ONLY,11.02984791000381,8.395619872248908,12.876053078713426,15.308546970456941,-0.605564068709652,0.7858841673799022
FOUNDATION,Technology,META,2026-05-07,NEITHER,-2.922226351560198,4.430038476720457,-8.875705466799218,-3.7045714361580284,-0.9053977915631561,-1.9830968733670296
FOUNDATION,Technology,MU,2023-03-15,NEITHER,-1.2555470281864416,-0.8697057961463524,-1.562500283577883,-1.4099560804655862,5.364129524642114,7.357051339119369
FOUNDATION,Technology,MU,2023-06-15,FIBONACCI_ONLY,1.1037134595417228,1.3187011901081425,0.8455098593370991,0.8294959945967231,-3.5495335846157494,-6.200995551676991
FOUNDATION,Technology,MU,2023-10-27,NEITHER,-0.6725840503848417,-0.24258091210992774,-1.0243359842180837,-0.6911056168688925,-0.4370116227547238,4.581074273005847
FOUNDATION,Technology,MU,2024-01-31,NEITHER,1.6828215336630024,1.87933166937688,1.383888659486857,1.7477514024462724,-0.5344476427369127,1.057283217539151
FOUNDATION,Technology,MU,2024-04-19,NEITHER,3.4046406073156845,6.1008644654958575,0.8372037448606591,3.531125024764874,1.4126433959258167,3.8847587030227615
FOUNDATION,Technology,MU,2024-08-05,NEITHER,-9.21847033556665,-6.956368765081039,-10.827185026792478,-9.419877250856766,-0.22421183305447734,3.2174919784440537
FOUNDATION,Technology,MU,2024-11-06,FIBONACCI_ONLY,1.0347885681594136,1.3212352407636798,0.7412370465858658,0.3282841360214594,0.7551582462260953,-3.473699464749447
FOUNDATION,Technology,MU,2025-03-10,NEITHER,-1.7168152395731937,-0.9083580879173827,-2.321199367941034,-1.7279535177697687,1.3083066051373438,7.940836867316836
FOUNDATION,Technology,MU,2025-04-09,NEITHER,-6.43147258036079,-4.087636495998141,-8.154027098044736,-7.217074554605289,-3.3793061355064657,-2.0413839405980627
FOUNDATION,Technology,MU,2025-08-01,NEITHER,-1.8005052956553556,-0.5418587089420464,-2.9778870612425976,-2.4311821759463825,1.6506320084989756,2.6032844969071878
FOUNDATION,Technology,MU,2026-02-05,NEITHER,28.695382722816873,33.42266100384542,22.910885589122017,30.82562041311605,4.423631813822193,-1.2487766768418895
FOUNDATION,Technology,MU,2026-05-07,BOTH,56.589801955137716,39.55183750709308,68.69405255001402,56.61914424470384,10.401357688205405,13.32397121093225
FOUNDATION,Technology,AMD,2023-03-15,BOTH,2.1782361581187644,1.592726053055963,2.5177727658030733,1.7894688214163077,7.668298216463243,7.902358717595082
FOUNDATION,Technology,AMD,2023-06-15,NEITHER,6.901417241585548,7.063512188033608,6.40242427949606,6.893800553117269,-4.562071115634936,-10.89651813521395
FOUNDATION,Technology,AMD,2023-10-27,NEITHER,-1.895495954546334,-0.8418798113305265,-2.673255884110489,-1.7635965574441208,0.041606943812455555,12.377784066389541
FOUNDATION,Technology,AMD,2024-01-31,STANDARD_ONLY,9.962597680010873,9.886295306968755,9.446370249072828,10.774840164376743,0.7148292222705299,2.9302246882999983
FOUNDATION,Technology,AMD,2024-04-19,NEITHER,-7.788407345143327,-5.45147633992863,-9.587153052495808,-8.05414672867521,0.3307495871423649,2.4232276372472272
FOUNDATION,Technology,AMD,2024-08-05,NEITHER,-8.351776484704516,-5.994701465535385,-10.055888163248312,-9.49837382778927,-3.6773965557925226,0.8657147470021442
FOUNDATION,Technology,AMD,2024-11-06,NEITHER,-3.9630014054478693,-2.077054010414523,-5.490250576940809,-4.626658143057217,2.1407245740583836,0.45678583391761673
FOUNDATION,Technology,AMD,2025-03-10,NEITHER,-4.922811645308229,-4.4702022474192065,-5.007242531777507,-4.906909032611769,-0.030993676013124638,1.363776921519233
FOUNDATION,Technology,AMD,2025-04-09,NEITHER,-4.712656914502077,-2.941159734592743,-5.922169901886036,-4.899869983224042,-2.5274758810525433,3.8461538461538547
FOUNDATION,Technology,AMD,2025-08-01,STANDARD_ONLY,11.129368873237297,10.238936348024891,11.240031500847806,11.240727651531477,1.2427685478266115,-6.580382253594063
FOUNDATION,Technology,AMD,2026-02-05,NEITHER,0.17503573322522925,5.627254904443213,-4.466683342875342,3.0237966160369387,5.73732931489408,8.339675358492137
FOUNDATION,Technology,AMD,2026-05-07,BOTH,41.83300322869411,34.00656515761582,46.65605801932543,41.51806595024226,8.743640895319382,7.095251311991957
FOUNDATION,Technology,ASML,2023-03-15,NEITHER,-10.095304302088948,-8.218206686094778,-11.682061036159553,-12.221234191992096,4.962130263602793,7.587185533057639
FOUNDATION,Technology,ASML,2023-06-15,BOTH,18.663104793945536,18.318517738650904,18.033210988282008,18.010834200741193,-1.3016159712158415,-3.2950554849107028
FOUNDATION,Technology,ASML,2023-10-27,NEITHER,-5.719247830317954,-6.797334845554014,-4.060735162452602,-4.1013769467074805,-0.6562434874006651,2.6148420954651197
FOUNDATION,Technology,ASML,2024-01-31,BOTH,41.3000268673419,27.98254974554171,50.48025196687581,43.79671072225119,0.9316314528618141,1.8383319621545047
FOUNDATION,Technology,ASML,2024-04-19,NEITHER,-13.063067609890254,0.8015273814777415,-25.12559357395503,-11.903406868042222,0.23563078080099942,2.5655180832435454
FOUNDATION,Technology,ASML,2024-08-05,NEITHER,-47.00844304138184,-35.60049589639866,-55.35490693357349,-50.84166870533957,0.3153439550020787,4.318392081379052
FOUNDATION,Technology,ASML,2024-11-06,NEITHER,-36.721865571204944,-34.34462408489008,-36.780889606653545,-37.054643054670606,0.45987104307274596,-0.4153606761229778
FOUNDATION,Technology,ASML,2025-03-10,NEITHER,-7.06216072423922,-3.4074812848816993,-10.047979043761302,-7.62187002464397,-1.2320748206008147,-0.6053032861704444
FOUNDATION,Technology,ASML,2025-04-09,NEITHER,-23.861088281951652,-19.06603663396136,-26.86829649131812,-28.414612184339852,-1.0088841747724286,2.545074087809618
FOUNDATION,Technology,ASML,2025-08-01,NEITHER,-19.63871779353201,-13.268574115536142,-24.691685835243334,-22.36972890679244,0.5434268048028823,-0.6641931918223487
FOUNDATION,Technology,ASML,2026-02-05,NEITHER,59.555474887532,72.61110579750559,44.98247672434127,63.369151392975155,2.9613016018298577,3.0057491891228416
FOUNDATION,Technology,ASML,2026-05-07,BOTH,21.091044403326123,14.639436259803633,25.58242503568772,14.822129955037555,3.4766945861187004,-1.14330481405448
FOUNDATION,Technology,INTC,2023-03-15,NEITHER,-0.11272888499683376,-0.47133201650747847,0.20073508046356636,-0.15491812340180325,6.3050403452280745,2.7122242843176103
FOUNDATION,Technology,INTC,2023-06-15,BOTH,1.1874117643986821,0.578018206179559,1.6598700027663575,1.1609123579339116,0.027498133568126804,-9.515948917469508
FOUNDATION,Technology,INTC,2023-10-27,NEITHER,-0.4597648324620778,-0.23424752426419432,-0.6402690201056416,-0.5704825085777906,0.620235123864199,5.131095664473562
FOUNDATION,Technology,INTC,2024-01-31,NEITHER,-0.447185932533138,0.29732345999227705,-1.111784834803089,-0.4870474024397422,0.48667225271523673,-0.8806513434010732
FOUNDATION,Technology,INTC,2024-04-19,NEITHER,-2.17187115533077,-1.729045723761991,-2.4500488953848247,-2.2740225779628362,-0.029048001351217323,0.23242834198309303
FOUNDATION,Technology,INTC,2024-08-05,NEITHER,-1.9367556924372806,-0.575786777616804,-3.0211401821315214,-1.7030820655870555,-2.4114162326635102,0.8366145612553666
FOUNDATION,Technology,INTC,2024-11-06,NEITHER,0.27584816157786207,0.12264461126230769,0.39868850252157273,0.1547038530754998,3.145887642391121,-1.494302255426605
FOUNDATION,Technology,INTC,2025-03-10,NEITHER,-0.17231001028358506,0.3683000779690862,-0.6267106426260156,-0.1920919085540214,-0.9514202966543039,18.678024926573777
FOUNDATION,Technology,INTC,2025-04-09,NEITHER,-0.6510428369893724,-0.21225963199460193,-1.0090380023609633,-0.7864823643686598,-3.8684774303845426,-1.7891723103156565
FOUNDATION,Technology,INTC,2025-08-01,NEITHER,-0.5335653720884679,-0.0672268014248935,-0.9193508889688502,-0.5891127672784353,-0.1024613590913992,4.55942299578409
FOUNDATION,Technology,INTC,2026-02-05,NEITHER,1.9405944672431588,2.157756177694105,1.6488717738974472,1.8256367455389542,3.0346267306955887,-4.012214800870451
FOUNDATION,Technology,INTC,2026-05-07,BOTH,14.264710949563764,11.300247811517215,16.143110603411344,14.65782139747236,11.725248990799141,7.870497490303752
FOUNDATION,Technology,AMAT,2023-03-15,BOTH,1.2419239311285963,1.2048662287929732,1.154353401846862,1.024968880726032,3.9083011440348425,4.931902441593428
FOUNDATION,Technology,AMAT,2023-06-15,STANDARD_ONLY,5.269071775197972,4.968558034076998,5.275914609564154,5.284015376188619,-1.3911609925176815,-2.99524539639765
FOUNDATION,Technology,AMAT,2023-10-27,NEITHER,-2.4828972979925084,-1.5791341104551053,-3.122175677090553,-2.4243026349483774,-0.7047649948873302,2.523481663263416
FOUNDATION,Technology,AMAT,2024-01-31,STANDARD_ONLY,3.6589008758090245,3.2134362502207336,3.819334299435525,4.317110177053773,0.9126039197177027,3.4026286689081697
FOUNDATION,Technology,AMAT,2024-04-19,NEITHER,-0.6900750579015948,1.7866343022728726,-2.9688608011939266,-0.6035476656261058,-1.0910970005706067,2.354473732698037
FOUNDATION,Technology,AMAT,2024-08-05,NEITHER,-11.570678733769313,-7.514625287036151,-14.714281530292823,-12.429194088007653,-0.00546026905143826,3.94392070623919
FOUNDATION,Technology,AMAT,2024-11-06,NEITHER,-2.8838677873533243,-3.0071003212645917,-2.645506674401105,-3.3353969411905102,1.6390812285178802,-1.2568124585739193
FOUNDATION,Technology,AMAT,2025-03-10,NEITHER,-6.963647311375723,-5.35424541782902,-8.078282500937263,-7.720048159274267,-1.3291237909071718,0.6578477005495742
FOUNDATION,Technology,AMAT,2025-04-09,NEITHER,-6.315453360489613,-6.085148501403749,-6.116170768951349,-6.768165012774739,-2.805308552507002,1.6171012591210232
FOUNDATION,Technology,AMAT,2025-08-01,NEITHER,0.7516706553502956,2.9204642624206887,-1.3011426087833797,0.1571924362967821,0.45055347484546093,-2.1208794562371236
FOUNDATION,Technology,AMAT,2026-02-05,NEITHER,9.689161367472138,14.199179186177217,5.14589492746893,10.24791199506452,4.233866374217632,6.35402974351762
FOUNDATION,Technology,AMAT,2026-05-07,BOTH,10.83051960188294,10.248347778630563,10.670204502871968,9.244822460814778,2.914139943919958,1.912038745374156
FOUNDATION,Technology,LRCX,2023-03-15,NEITHER,-0.13527366625087467,-0.05856711127730344,-0.22889924870477074,-0.28595488780360606,6.677853096473596,6.284424417033141
FOUNDATION,Technology,LRCX,2023-06-15,NEITHER,2.0248810836880864,2.181078862776549,1.7741819697679233,1.9271789814574234,-1.7590842671171392,-2.8575056839369006
FOUNDATION,Technology,LRCX,2023-10-27,NEITHER,-1.3848621837023458,-0.902571311186384,-1.719704474485404,-1.3321649791618844,0.18714881759842594,4.163732061684633
FOUNDATION,Technology,LRCX,2024-01-31,STANDARD_ONLY,2.606757016576424,2.359169077716791,2.6553842312191307,2.845748085774591,0.04328077640154415,2.340573760568443
FOUNDATION,Technology,LRCX,2024-04-19,NEITHER,-0.8721499210125643,0.37088472573962583,-1.9663636982409969,-0.8204201679914385,-0.9504794487753654,0.9687346295643495
FOUNDATION,Technology,LRCX,2024-08-05,NEITHER,-5.963860994822511,-3.881632968098482,-7.565103430989538,-6.3444056642583755,-0.6283540533719045,3.108232194108562
FOUNDATION,Technology,LRCX,2024-11-06,NEITHER,-0.960285795742962,-1.1581141523490017,-0.7234186726734606,-0.9977878310125194,1.473227724630255,-2.4212137442481407
FOUNDATION,Technology,LRCX,2025-03-10,NEITHER,-1.1117214850209365,-0.19609207776608092,-1.8851157216726193,-1.4427448832393819,-0.9719238700144017,1.5928729427772792
FOUNDATION,Technology,LRCX,2025-04-09,NEITHER,-3.6176913889213296,-2.735528945775175,-4.212424322645404,-4.102048634069362,-2.3088230806238563,-0.20588145536535318
FOUNDATION,Technology,LRCX,2025-08-01,NEITHER,0.8275585712066942,1.7153543856342812,-0.07273777807037618,0.4327587518116082,1.0058537964322767,-1.5293008920275963
FOUNDATION,Technology,LRCX,2026-02-05,NEITHER,9.83940336268617,13.359658485128254,6.162966328219767,10.459263369841434,4.685728202152029,2.691803367333434
FOUNDATION,Technology,LRCX,2026-05-07,BOTH,10.576815005448964,8.57544315592042,11.734698275548169,8.831589504308099,-0.5647279253485515,-2.1912657106652467
FOUNDATION,Technology,ORCL,2023-03-15,NEITHER,-0.7124243863131312,-0.13237872981970142,-1.2114329593576372,-0.6995068737207839,2.29136706202977,4.872167154774942
FOUNDATION,Technology,ORCL,2023-06-15,BOTH,5.837734348073639,3.9964690872660116,7.123128334642146,5.403362728269796,-1.3213782548693098,-3.9641347646079184
FOUNDATION,Technology,ORCL,2023-10-27,NEITHER,-2.6597531198314783,-2.1230293832321285,-2.9647153335391607,-2.4950328600811154,0.5042536477241288,4.558038993644087
FOUNDATION,Technology,ORCL,2024-01-31,STANDARD_ONLY,1.8272779366931928,1.1194489231381837,2.389591907576815,2.39859086910885,2.32042780286148,3.0820969043214186
FOUNDATION,Technology,ORCL,2024-04-19,NEITHER,-0.9368887833218196,0.46381905182057415,-2.169829909852595,-1.2381497097083565,-1.2927691250373852,-0.5946759016336123
FOUNDATION,Technology,ORCL,2024-08-05,NEITHER,-1.0307941383367734,0.4532594379995617,-2.3728796162755543,-1.213355498640992,-1.7848833247283036,-1.210346754655045
FOUNDATION,Technology,ORCL,2024-11-06,FIBONACCI_ONLY,2.0016922317159356,2.4616144195513545,1.3573280969861514,0.8617342674326676,2.9213569873211664,4.4455505690067065
FOUNDATION,Technology,ORCL,2025-03-10,NEITHER,-4.727678860045586,-2.3436922253686348,-6.560604362375841,-4.918485887416972,0.5299083227854107,2.956355841093683
FOUNDATION,Technology,ORCL,2025-04-09,NEITHER,-7.34779173395637,-6.457413129618579,-7.710193949496045,-7.610650785022774,-2.41491982463502,-1.4709071325378575
FOUNDATION,Technology,ORCL,2025-08-01,NEITHER,10.510732932117662,11.859224063804076,8.536929836345223,9.511007814506211,2.6962200274000425,4.282228158057477
FOUNDATION,Technology,ORCL,2026-02-05,NEITHER,-13.134518717984008,-9.542150385799422,-15.426451179581335,-12.330492766622035,2.1967852051654635,14.411448579354879
FOUNDATION,Technology,ORCL,2026-05-07,BOTH,8.216905054833319,6.2365827617144065,9.619862143717427,7.560442978025375,1.7499195581812899,-2.985772118251573
FOUNDATION,Technology,KLAC,2023-03-15,NEITHER,-0.6683661698133463,-0.6235559676629133,-0.6856210041604811,-0.692253948307535,6.0317697106268,6.042641577275476
FOUNDATION,Technology,KLAC,2023-06-15,STANDARD_ONLY,2.0284046999546916,1.9691673849813491,1.9804686170098051,2.082613298936067,-1.7727364722641914,-3.5602552191142056
FOUNDATION,Technology,KLAC,2023-10-27,NEITHER,-0.28746962656145314,-0.09000681934902727,-0.43159181711069294,-0.21928434366902133,0.2771268079897915,3.984551087784327
FOUNDATION,Technology,KLAC,2024-01-31,NEITHER,1.2516638285821031,1.3089825206302506,1.1183624674762953,1.4773036913962172,0.05344449754844938,2.6888016544668103
FOUNDATION,Technology,KLAC,2024-04-19,NEITHER,-0.7901867641406142,-0.03291591682323408,-1.4530767581471054,-0.7768253884701901,-0.26914525023506997,3.3351687830176058
FOUNDATION,Technology,KLAC,2024-08-05,NEITHER,-2.250615962515596,-1.1197026448307859,-3.1854537127146187,-2.353984072326204,1.1210237270842471,6.213634671497004
FOUNDATION,Technology,KLAC,2024-11-06,NEITHER,-2.3235046307979985,-2.346924062553217,-2.197582975457408,-2.4274785142763062,0.4832601361391742,-2.4632155608579565
FOUNDATION,Technology,KLAC,2025-03-10,NEITHER,-0.9814105211370787,-0.26383492827929617,-1.6025339625591073,-1.2885969217714033,-1.9442291348066632,0.6067451872945995
