APD,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,275.28,7.31,-0.8835,-0.9762,0.0926,-1.1686,-0.5882,-0.5805,1.0115,2.1125,-1.1009,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
AQN,BEAR_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,6.13,-0.96,-0.0752,-0.0636,-0.0116,-0.0407,-0.0151,-0.0256,-0.0262,-0.0087,-0.0176,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
AR,BEAR_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,36.58,-1.76,-0.5591,-0.6107,0.0516,-0.8034,-0.5209,-0.2825,-0.6655,-0.3827,-0.2828,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
ARRY,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,8.17,4.87,0.1578,0.1512,0.0066,0.2338,0.1802,0.0536,0.241,0.1803,0.0607,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
BE,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,131.73,98.15,-5.6884,-6.6893,1.0009,6.0166,11.502,-5.4855,27.097,31.8314,-4.7344,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
BEP,BULL_ZONE,REGIME_UNSTABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,29.3,16.14,0.018,0.0522,-0.0342,0.237,0.2079,0.0291,0.2655,0.1758,0.0897,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=STRUCTURAL_BULLISH
BKR,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,53.35,19.77,-0.8256,-0.9622,0.1366,-0.7712,-0.1999,-0.5713,0.9837,1.6939,-0.7102,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
BLDP,BULL_ZONE,REGIME_UNSTABLE,TRANSITIONAL,BEARISH,Mixed timeframe signals detected.,TRANSITIONAL,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.57,60.97,-0.0607,0.0024,-0.0631,0.3869,0.4131,-0.0262,0.5115,0.4385,0.0731,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=TRANSITIONAL
BORR,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,4.34,34.89,-0.0248,-0.0294,0.0046,0.0006,0.0283,-0.0277,0.0798,0.1033,-0.0235,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
BP,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,38.09,13.78,-0.623,-0.6643,0.0413,-0.9737,-0.68,-0.2937,-0.4766,-0.0504,-0.4262,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
CEG,BEAR_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,312.38,-2.8,-4.3904,-3.6264,-0.764,2.2166,4.6344,-2.4178,6.1012,7.0257,-0.9245,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
CLNE,BEAR_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.28,-2.96,-0.0285,-0.0287,0.0002,-0.0266,-0.0138,-0.0128,-0.0213,-0.0123,-0.009,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
CNQ,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,38.5,15.67,-0.5145,-0.575,0.0604,-0.5125,-0.2086,-0.3039,-0.2161,0.0157,-0.2319,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
COP,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,105.28,8.16,-1.9381,-2.0685,0.1304,-3.0271,-2.1007,-0.9265,-2.1412,-0.9704,-1.1708,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
CRC,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,54.5,8.11,-1.5995,-1.5972,-0.0024,-2.1099,-1.2524,-0.8576,-1.1019,-0.0687,-1.0332,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
CRGY,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,10.34,19.89,-0.2519,-0.2843,0.0324,-0.1904,-0.0356,-0.1548,0.0618,0.1916,-0.1299,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
CSIQ,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,16.67,20.3,1.161,1.0563,0.1047,1.5598,1.2411,0.3187,1.4968,1.0322,0.4646,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
CTRA,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,28.56,14.02,-0.9636,-0.7738,-0.1898,0.0987,0.5443,-0.4456,0.2153,0.5056,-0.2903,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
CVE,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,20.51,38.44,-0.1879,-0.1948,0.0069,0.3709,0.6017,-0.2308,1.0604,1.1776,-0.1172,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
CVX,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,169.47,7.17,-1.7635,-1.9574,0.1939,-2.5162,-1.578,-0.9382,-2.282,-1.5041,-0.7779,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
DTM,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,122.71,16.37,-0.6102,-0.5718,-0.0384,1.5621,2.3164,-0.7544,3.4002,3.5045,-0.1042,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
DVN,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,40.46,12.72,-0.7987,-0.9608,0.1621,-1.1391,-0.6271,-0.512,-0.2521,0.35,-0.6021,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
E,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,42.88,24.6,-0.3425,-0.4487,0.1062,-0.5965,-0.3427,-0.2538,-0.0756,0.259,-0.3346,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
EGY,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,4.69,19.36,-0.2019,-0.2015,-0.0004,-0.1768,-0.0752,-0.1015,0.0052,0.1136,-0.1084,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
ENB,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,49.65,7.94,-0.2973,-0.2928,-0.0044,0.0433,0.2254,-0.1821,0.2868,0.3286,-0.0419,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
ENPH,BEAR_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,38.29,-4.81,0.4775,0.4227,0.0548,0.7488,0.564,0.1849,0.1664,-0.2376,0.404,Zone=BEAR_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
EOG,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,119.99,8.37,-1.8334,-2.0204,0.1869,-1.9344,-0.8601,-1.0744,-0.6544,0.2947,-0.9491,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
EOSE,BEAR_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,9.21,-13.04,0.4958,0.4143,0.0814,0.2284,0.0281,0.2003,0.2027,0.1235,0.0793,Zone=BEAR_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
EPD,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,33.56,10.8,-0.2011,-0.1912,-0.01,-0.2384,-0.1107,-0.1277,0.1845,0.3092,-0.1246,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
EQNR,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,29.58,24.05,-0.6615,-0.7465,0.085,-0.76,-0.3605,-0.3995,-0.1429,0.2543,-0.3972,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
EQT,BEAR_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,57.16,-2.1,-0.5449,-0.5793,0.0343,-0.9505,-0.6965,-0.254,-0.9659,-0.7184,-0.2476,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
ET,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,17.46,10.75,-0.1739,-0.1509,-0.0231,0.0431,0.1531,-0.11,0.2872,0.3129,-0.0257,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
FANG,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,164.82,14.49,-3.0673,-3.5,0.4327,-3.089,-1.0612,-2.0278,1.2261,3.435,-2.2089,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
FCEL,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,7.7,78,0.3148,0.1959,0.1189,0.7339,0.7768,-0.0429,1.623,1.6882,-0.0652,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
FET,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,42.58,26.14,-0.9821,-1.0015,0.0194,-2.1622,-1.7371,-0.4251,-1.3761,-0.4155,-0.9606,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
FLNC,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,15.22,58.71,3.4021,3.4103,-0.0082,3.0688,1.7335,1.3353,1.6702,0.3767,1.2935,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
FSLR,BULL_ZONE,REGIME_UNSTABLE,TRANSITIONAL,BEARISH,Mixed timeframe signals detected.,TRANSITIONAL,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,210.18,4.65,1.3932,0.9687,0.4245,6.6613,6.7189,-0.0576,7.5687,5.8314,1.7373,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=TRANSITIONAL
FTI,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,54.33,29.12,-0.9795,-0.9957,0.0162,-1.1329,-0.5961,-0.5368,0.1533,0.9063,-0.7529,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
GEV,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,751.26,38.45,-16.0268,-16.2298,0.203,-5.2311,2.4502,-7.6813,27.223,38.7457,-11.5226,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
GEVO,BEAR_ZONE,REGIME_UNSTABLE,TRANSITIONAL,BEARISH,Mixed timeframe signals detected.,TRANSITIONAL,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,1.93,-5.12,-0.0779,-0.0726,-0.0053,-0.0031,0.0288,-0.0319,-0.0103,-0.013,0.0027,Zone=BEAR_ZONE; L1=REGIME_UNSTABLE; L2=TRANSITIONAL
GLNG,BULL_ZONE,REGIME_UNSTABLE,TRANSITIONAL,BEARISH,Mixed timeframe signals detected.,TRANSITIONAL,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,44.38,25.52,0.0996,0.0061,0.0934,0.5134,0.6009,-0.0875,1.0315,1.0165,0.015,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=TRANSITIONAL
GPRE,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,12.13,49.93,0.264,0.1511,0.1129,0.2977,0.2871,0.0106,0.5589,0.5519,0.007,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
HAL,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,31.19,27.69,-0.17,-0.2506,0.0806,-0.1715,0.059,-0.2305,0.6403,0.9538,-0.3135,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
HASI,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,33.69,21.85,-0.5453,-0.4849,-0.0604,0.1688,0.4424,-0.2736,1.0135,1.211,-0.1975,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
HESM,BULL_ZONE,REGIME_UNSTABLE,TRANSITIONAL,BEARISH,Mixed timeframe signals detected.,TRANSITIONAL,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,35.66,7.05,-0.0263,-0.0064,-0.0199,0.0723,0.1558,-0.0835,0.2512,0.1491,0.1021,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=TRANSITIONAL
HLX,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,8.04,20.09,-0.0858,-0.0863,0.0004,-0.068,-0.0047,-0.0634,0.0907,0.1579,-0.0671,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
JKS,BULL_ZONE,REGIME_STABLE,STRUCTURAL_BULLISH,BULLISH,Bullish alignment confirmed across higher timeframes.,STRUCTURAL_BULLISH,BULLISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,24.16,1.64,0.3413,0.2748,0.0664,0.4598,0.4213,0.0385,0.2743,0.0974,0.1769,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=STRUCTURAL_BULLISH
KMI,BULL_ZONE,REGIME_UNSTABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,29.41,6.81,-0.0852,-0.0998,0.0146,-0.1989,-0.1283,-0.0706,-0.1368,-0.1072,-0.0296,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=COUNTERTREND_RECOVERY
KOS,BULL_ZONE,REGIME_UNSTABLE,PRE_BEAR,BEARISH,Bearish crossover confirmed in higher timeframes.,PRE_BEAR,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,2.01,36.66,-0.0685,-0.0663,-0.0022,-0.0361,0.0085,-0.0446,0.0643,0.1092,-0.0449,Zone=BULL_ZONE; L1=REGIME_UNSTABLE; L2=PRE_BEAR
LBRT,BULL_ZONE,REGIME_STABLE,COUNTERTREND_RECOVERY,BEARISH,Bearish crossover pressure confirmed in 1D and 4H cycles. 1H bullish crossover detected. Possible early reversal propagation emerging from lower timeframe.,COUNTERTREND_RECOVERY,BEARISH,NOT_USED,ACTIVE,NEUTRAL,NORMAL,22.12,49.66,0.1986,0.0491,0.1495,0.2941,0.4178,-0.1237,1.2324,1.4129,-0.1806,Zone=BULL_ZONE; L1=REGIME_STABLE; L2=COUNTERTREND_RECOVERY
